title,total_prep_time,servings,ingredients,directions,rating,nutrition
Papaya-Stuffed Chicken and Basmati Rice,1 hrs 50 mins,4,"4  skinless, boneless chicken breast halves, 1  papaya, peeled, seeded and sliced, 1 pinch ground cinnamon, or to taste, ⅓ cup melted margarine, 1 cup crushed buttery round crackers (such as Ritz®), 1 tablespoon margarine, 1 cup basmati rice, 1 ½ cups water, 1 tablespoon margarine, 1 cup orange juice, 1 (8 ounce) can crushed pineapple in its own juice, 1 tablespoon brown sugar, ½ teaspoon ground cinnamon, 1 teaspoon ground nutmeg, 1 pinch cayenne pepper, 1 pinch salt and ground black pepper to taste","Preheat an oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil.
Lay a chicken breast flat onto your work surface. Use the tip of a sharp boning or paring knife to cut a pocket in the chicken breast through a 2 inch slit in the side. Repeat with the remaining chicken breasts. Place the slices into the pocket of each chicken breasts, then sprinkle papaya slices with cinnamon to taste. Dip the chicken breast halves one at a time into the melted margarine, then the cracker crumbs.
Heat 1 tablespoons of margarine in a skillet over medium-high heat. Arrange the chicken breasts in the skillet and cook until golden brown on each side, about 10 minutes. Place browned chicken breasts on the prepared baking sheet.
Bake in the preheated oven for about 20 minutes, then flip each chicken breast. Continue baking until the chicken breasts are no longer pink in the center and the juices run clear, about 20 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).
Bring the rice and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes.
Meanwhile, melt the remaining 1 tablespoon of margarine in the same skillet used to brown the chicken over medium-high heat, scraping up any browned bits. Stir in the orange juice, pineapple, brown sugar, 1/2 teaspoon of cinnamon, nutmeg, cayenne, salt and pepper. Reduce heat to medium and simmer until reduced, about 30 minutes. Reduce the heat once more to low and continue simmering until the sauce is thickened. Serve the chicken breasts over the rice with the pineapple sauce spooned on top.",4.5,"Total Fat 40g 51%, Saturated Fat 8g 39%, Cholesterol 65mg 22%, Sodium 814mg 35%, Total Carbohydrate 96g 35%, Dietary Fiber 3g 12%, Total Sugars 23g, Protein 32g, Vitamin C 61mg 306%, Calcium 107mg 8%, Iron 5mg 29%, Potassium 560mg 12%"
Georgie's Mango Papaya Salad,15 mins,6,"1  large mango - peeled, seeded and halved, 1  medium papaya - peeled, seeded and halved, 1  avocado - peeled, pitted and diced, 3 tablespoons balsamic vinegar, 1 tablespoon butter, ¼ cup blanched slivered almonds, 1 teaspoon brown sugar, 1 head romaine lettuce, torn into bite-size pieces,   salt to taste","Place half of the mango and half of the papaya into the container of a food processor or blender along with balsamic vinegar. Puree until smooth, and set aside.
Melt butter in a small skillet over medium heat. Add almonds, and cook stirring constantly until lightly browned. Add brown sugar, and stir to coat. Remove from heat, and pour candied almonds onto a piece of waxed paper, separating any clumps. Set aside to cool.
Just before serving, place romaine lettuce in a large serving bowl. Cube remaining mango and papaya halves, and toss gently with avocado and lettuce. Drizzle the pureed fruit over the salad and lightly salt. Sprinkle with candied almonds, and serve immediately.",4.3,"Total Fat 9g 12%, Saturated Fat 2g 11%, Cholesterol 5mg 2%, Sodium 25mg 1%, Total Carbohydrate 16g 6%, Dietary Fiber 5g 18%, Total Sugars 10g, Protein 3g, Vitamin C 43mg 215%, Calcium 47mg 4%, Iron 1mg 6%, Potassium 459mg 10%"
Thai-Inspired Confetti Salad,35 mins,4,"1  Roma tomato, chopped, 1 ½ cups fresh green beans, cut into 1/2 inch pieces, 1  cucumber, cut into 1/2 inch cubes, 1 ½ cups cubed papaya, 2 cloves cloves garlic, minced, 1  fresh Thai or Serrano chile, finely minced, 1  lemon, juiced, 2  limes, juiced, 2 tablespoons fish sauce, 1 tablespoon white sugar, ½ cup roasted peanuts, chopped, ¼ cup cilantro leaves, chopped","Combine tomato, beans, cucumber, and papaya in a large bowl. Toss with garlic and chile pepper.
Stir together lemon juice, lime juice, fish sauce, and sugar in a small bowl. Pour over papaya mixture and toss. Sprinkle peanuts and cilantro on top and serve.",4.5,"Total Fat 9g 12%, Saturated Fat 1g 7%, Sodium 704mg 31%, Total Carbohydrate 24g 9%, Dietary Fiber 7g 23%, Total Sugars 9g, Protein 7g, Vitamin C 101mg 505%, Calcium 77mg 6%, Iron 2mg 9%, Potassium 532mg 11%"
Baby Back Ribs with Papaya Sauce,8 hrs,4,"1 clove garlic, minced, 1 cup papaya - peeled, seeded and cubed, ½ cup water, ½ cup white wine, ½ cup honey, ¼ cup tomato paste, 4 pounds pork spareribs","Place the garlic, papaya, water, wine, honey, and tomato paste into a food processor. Pulse until until the mixture is finely chopped, about 15 seconds.
Place the ribs into a 9x13-inch glass baking dish and pour the marinade overtop. Mix the ribs around in the marinade to ensure they are evenly coated. Cover with plastic wrap, and refrigerate for at least 6 hours, or overnight for best results.
Preheat an oven to 400 degrees F (200 degrees C).
Remove ribs from the marinade, and shake off excess. Scrape the marinade into a small saucepan and bring to a boil over high heat. Reduce heat to medium-low, and simmer for 10 minutes; set aside.
Bake the ribs in the preheated oven until the meat pulls away easily from the bone, about 1 1/2 hours. Baste every 15 minutes with the reserved marinade.",3.3,"Total Fat 60g 77%, Saturated Fat 22g 111%, Cholesterol 240mg 80%, Sodium 319mg 14%, Total Carbohydrate 43g 15%, Dietary Fiber 1g 5%, Total Sugars 39g, Protein 59g, Vitamin C 26mg 129%, Calcium 115mg 9%, Iron 5mg 25%, Potassium 938mg 20%"
Papaya Passion Smoothie,10 mins,6,"2 cups papaya - peeled, seeded and cubed, 2 cups milk, ¼ cup white sugar, ¼ cup sweetened condensed milk, 1 cup vanilla yogurt, 2 tablespoons cream cheese, 2 cups ice","Place papaya, milk, sugar, condensed milk, yogurt, cream cheese, and ice in a blender. Blend until smooth. Serve immediately.",3.6,"Total Fat 5g 6%, Saturated Fat 3g 16%, Cholesterol 18mg 6%, Sodium 92mg 4%, Total Carbohydrate 29g 11%, Dietary Fiber 1g 3%, Total Sugars 28g, Protein 6g, Vitamin C 30mg 149%, Calcium 216mg 17%, Iron 0mg 1%, Potassium 385mg 8%"
Watermelon Fish Snack for Kids,5 mins,1,"1 small slice (0.5 oz) triangular slice of watermelon, 5  fresh blueberries, 1  small triangular slice of papaya","Place watermelon triangle on a plate with the pointed side facing to the left. Place 1 blueberry into the triangle for the fish eye. Place the other 4 blueberries above the fish's mouth as if they are bubbles coming up.
Cut off a tiny curved sliver of papaya for the mouth. Flip the papaya triangle over and place at the end of the fish as the tail fin.",5,"Total Fat 0g 0%, Saturated Fat 0g 1%, Sodium 5mg 0%, Total Carbohydrate 16g 6%, Dietary Fiber 3g 10%, Total Sugars 10g, Protein 1g, Vitamin C 91mg 457%, Calcium 36mg 3%, Iron 0mg 1%, Potassium 394mg 8%"
Cobb Salad,30 mins,6,"6 slices bacon, 3  eggs, 1 head iceberg lettuce, shredded, 3 cups chopped, cooked chicken meat, 2  tomatoes, seeded and chopped, ¾ cup blue cheese, crumbled, 3  green onions, chopped, 1  avocado - peeled, pitted and diced, 1 (8 ounce) bottle Ranch-style salad dressing","Place eggs in a saucepan and cover completely with cold water; bring to a boil, then cover and remove from heat. Let eggs sit for 10 to 12 minutes, then cool, peel and chop.
While the eggs are cooking, place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown, 7 to 10 minutes. Drain, crumble, and set aside.
Divide shredded lettuce among individual plates. Top with rows of bacon, eggs, chicken, tomatoes, blue cheese, green onions, and avocado. Drizzle with dressing.











dotdash meredith food studios
",4.7,"Total Fat 40g 51%, Saturated Fat 10g 50%, Cholesterol 179mg 60%, Sodium 915mg 40%, Total Carbohydrate 10g 4%, Dietary Fiber 4g 15%, Total Sugars 5g, Protein 32g, Vitamin C 13mg 63%, Calcium 153mg 12%, Iron 2mg 12%, Potassium 720mg 15%"
Avocado Breakfast Sandwich,16 mins,1,"1 tablespoon olive oil, 2  large eggs,   salt and ground black pepper to taste, 1 tablespoon butter, softened, 2 slices Italian bread, 1 ounce Swiss cheese, sliced, 1 ounce Cheddar cheese, sliced, ½  ripe avocado, sliced","Heat olive oil in a skillet over medium heat. Crack eggs into skillet; cook for 1 to 2 minutes. Flip and cook egg until done, 2 to 5 minutes more. Transfer eggs to a plate and season with salt and pepper.
Spread butter onto 1 side of each bread slice.
Heat a skillet over medium heat. Lay bread slices in the hot skillet, butter-side down. Quickly layer Swiss cheese, 1 fried egg, Cheddar cheese, 1 fried egg, avocado, and remaining bread slice, butter-side up. Carefully flip sandwich to grill other side until golden brown, 3 to 4 minutes.
Remove sandwich from skillet and cut in half.











Buckwheat Queen
",4.8,"Total Fat 44g 56%, Saturated Fat 21g 103%, Cholesterol 86mg 29%, Sodium 546mg 24%, Total Carbohydrate 22g 8%, Dietary Fiber 1g 4%, Protein 18g, Calcium 463mg 36%, Iron 2mg 8%, Potassium 97mg 2%"
Seven-Layer Dip,20 mins,64,"2  avocados - peeled, pitted and diced, ¼ cup chopped fresh cilantro, ¼ cup salsa, 1 ½ tablespoons fresh lime juice, ¼ teaspoon garlic salt,   ground black pepper to taste, 1 (8 ounce) container sour cream, 1 (1 ounce) package taco seasoning mix, 1 (16 ounce) can refried beans, 4  roma (plum) tomatoes, diced, 1 bunch green onions, finely chopped, 2 cups shredded Mexican-style cheese blend, 1 (2.25 ounce) can black olives - drained and finely chopped","Mash avocados in a medium bowl to desired consistency. Mix in cilantro, salsa, lime juice, garlic salt, and pepper. Set aside.
Blend sour cream and taco seasoning in a small bowl until combined. Set aside.
Spread refried beans in a 9x13-inch dish or on a large serving platter. Top with sour cream mixture; cover with guacamole. Top with tomatoes, green onions, Mexican-style cheese blend, and black olives.











Allrecipes Magazine 
",4.7,"Total Fat 3g 4%, Saturated Fat 1g 7%, Cholesterol 5mg 2%, Sodium 92mg 4%, Total Carbohydrate 3g 1%, Dietary Fiber 1g 4%, Total Sugars 0g, Protein 2g, Vitamin C 2mg 12%, Calcium 12mg 1%, Iron 0mg 2%, Potassium 78mg 2%"
Avocado Smoothie,5 mins,2,"1 cup milk, 1  ripe avocado, halved and pitted, ½ cup vanilla yogurt, 3 tablespoons honey, 8  ice cubes","Place milk, avocado, yogurt, and honey into a blender; add ice cubes and blend until smooth.",4.4,"Total Fat 18g 23%, Saturated Fat 4g 21%, Cholesterol 13mg 4%, Sodium 101mg 4%, Total Carbohydrate 49g 18%, Dietary Fiber 7g 24%, Total Sugars 41g, Protein 9g, Vitamin C 11mg 55%, Calcium 264mg 20%, Iron 1mg 4%, Potassium 822mg 17%"
Homemade Sushi,1 hrs 5 mins,8,"1 ⅓ cups water, ⅔ cup uncooked short-grain white rice, 3 tablespoons rice vinegar, 3 tablespoons white sugar, 1 ½ teaspoons salt, 4 sheets nori seaweed sheets, ½ pound imitation crabmeat, flaked, 1  avocado - peeled, pitted, and sliced, ½  cucumber, peeled, cut into small strips, 2 tablespoons pickled ginger","Preheat the oven to 300 degrees F (150 degrees C).
Bring water to a boil in a medium pot; stir in rice. Reduce heat to medium-low, cover, and simmer until rice is tender and water has been absorbed, 20 to 25 minutes.
Mix rice vinegar, sugar, and salt in a small bowl. Gently stir into cooked rice in the pot and set aside.
Lay nori sheets on a baking sheet.
Heat nori in the preheated oven until warm, 1 to 2 minutes.
Center 1 nori sheet on a bamboo sushi mat. Use wet hands to spread a thin layer of rice on top. Arrange 1/4 of the crabmeat, avocado, cucumber, and pickled ginger over rice in a line down the center. Lift one end of the mat and roll it tightly over filling to make a complete roll. Repeat with remaining ingredients.
Use a wet, sharp knife to cut each roll into 4 to 6 slices.",4.4,"Total Fat 4g 5%, Saturated Fat 1g 3%, Cholesterol 6mg 2%, Sodium 703mg 31%, Total Carbohydrate 26g 9%, Dietary Fiber 2g 9%, Total Sugars 7g, Protein 4g, Vitamin C 3mg 17%, Calcium 12mg 1%, Iron 1mg 6%, Potassium 186mg 4%"
Avocado Salad,10 mins,6,"2  avocados - peeled, pitted and diced, 1  sweet onion, chopped, 1  green bell pepper, chopped, 1 large ripe tomato, chopped, ¼ cup chopped fresh cilantro, ½  lime, juiced,   salt and pepper to taste","Combine avocados, onion, bell pepper, tomato, cilantro, and lime juice in a large bowl. Gently toss until evenly coated. Season with salt and pepper.",4.6,"Total Fat 10g 13%, Saturated Fat 2g 8%, Sodium 9mg 0%, Total Carbohydrate 10g 4%, Dietary Fiber 6g 20%, Total Sugars 3g, Protein 2g, Vitamin C 30mg 150%, Calcium 20mg 2%, Iron 1mg 3%, Potassium 474mg 10%"
Chocolate Avocado Pudding,40 mins,4,"2 large avocados - peeled, pitted, and cubed, ½ cup unsweetened cocoa powder, ½ cup brown sugar, ⅓ cup coconut milk, 2 teaspoons vanilla extract, 1 pinch ground cinnamon","Blend avocados, cocoa powder, brown sugar, coconut milk, vanilla, and cinnamon in a blender until smooth. Transfer pudding to a container with a lid, then refrigerate until chilled, about 30 minutes.",4.3,"Total Fat 26g 34%, Saturated Fat 7g 37%, Sodium 23mg 1%, Total Carbohydrate 46g 17%, Dietary Fiber 13g 48%, Total Sugars 28g, Protein 5g, Vitamin C 14mg 72%, Calcium 60mg 5%, Iron 3mg 17%, Potassium 935mg 20%"
Traditional Mexican Guacamole,10 mins,4,"2  avocados, peeled and pitted, 1 cup chopped tomatoes, ¼ cup chopped onion, ¼ cup chopped cilantro, 2 tablespoons lemon juice, 1  jalapeno pepper, seeded and minced (Optional),   salt and ground black pepper to taste","Mash avocados in a bowl until creamy.
Mix tomatoes, onion, cilantro, lemon juice, and jalapeño pepper into mashed avocado until well combined. Season with salt and pepper.",4.6,"Total Fat 15g 19%, Saturated Fat 2g 11%, Sodium 50mg 2%, Total Carbohydrate 12g 4%, Dietary Fiber 8g 27%, Total Sugars 3g, Protein 3g, Vitamin C 22mg 112%, Calcium 22mg 2%, Iron 1mg 4%, Potassium 641mg 14%"
Mexican Chicken Soup,1 hrs 5 mins,6,"1 ¼ pounds skinless, boneless chicken breast halves, 2 tablespoons taco seasoning mix, divided, 1 tablespoon vegetable oil, ½ cup chopped onions, ½ cup chopped celery, 2 teaspoons ground cumin, ¼ teaspoon ground black pepper, 3 (14 ounce) cans chicken broth, 1 cup water, 1 cup diced tomatoes, 1 tablespoon chopped fresh cilantro","Preheat the oven to 350 degrees F (175 degrees C).
Lay chicken breasts evenly onto a baking sheet. Sprinkle with 1 tablespoon taco seasoning mix.
Bake chicken in the preheated oven until no longer pink in the center and the juices run clear, 30 to 35 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Allow to cool enough to handle, then shred or cut into strips.
While chicken is cooking, warm oil in a stockpot over medium-high heat. Cook and stir onions and celery in hot oil until onion has softened and turned translucent, about 5 minutes. Stir in chicken broth and water; bring to a boil. Add remaining 1 tablespoon taco seasoning mix, cumin, and black pepper. Reduce heat to medium and simmer until flavors blend, about 30 minutes.
Add chicken, tomatoes, and cilantro; simmer for 5 minutes. Serve soup hot topped with cheese, tortilla chips, and avocado.",4.7,"Total Fat 16g 21%, Saturated Fat 6g 28%, Cholesterol 80mg 27%, Sodium 1368mg 59%, Total Carbohydrate 12g 4%, Dietary Fiber 3g 12%, Total Sugars 3g, Protein 29g, Vitamin C 10mg 49%, Calcium 175mg 13%, Iron 2mg 9%, Potassium 565mg 12%"
Roquefort Pear Salad,35 mins,6,"½ cup pecans, ¼ cup white sugar","Make the pecans: Combine pecans and sugar in a skillet over medium heat. Cook, stirring gently, until sugar has melted and pecans are caramelized, 5 to 7 minutes. Carefully transfer nuts onto a sheet of waxed paper to cool.
While the nuts are cooling, make the dressing: Whisk oil, vinegar, sugar, mustard, garlic, salt, and pepper together in a bowl.
Make the salad: Layer lettuce, pears, Roquefort cheese, avocado, and green onions in a large serving bowl. Pour dressing over top.
Break cooled pecans into pieces and sprinkle over salad.









",4.9,"Total Fat 32g 41%, Saturated Fat 8g 38%, Cholesterol 21mg 7%, Sodium 654mg 28%, Total Carbohydrate 33g 12%, Dietary Fiber 7g 26%, Total Sugars 21g, Protein 8g, Vitamin C 18mg 91%, Calcium 203mg 16%, Iron 1mg 8%, Potassium 478mg 10%"
"Banana, Avocado, and Spinach Smoothie",10 mins,2,"1  banana, sliced, ½  avocado, peeled and sliced, ½ cup fresh spinach, ½ cup 1% milk, 6  ice cubes, 2 teaspoons honey, 1 teaspoon vanilla extract","Blend banana, avocado, spinach, milk, ice cubes, honey, and vanilla extract together in a blender until smooth.",4.7,"Total Fat 8g 11%, Saturated Fat 2g 8%, Cholesterol 3mg 1%, Sodium 45mg 2%, Total Carbohydrate 28g 10%, Dietary Fiber 5g 18%, Total Sugars 14g, Protein 4g, Vitamin C 13mg 65%, Calcium 97mg 7%, Iron 1mg 4%, Potassium 604mg 13%"
